"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1603","should display calculator interface","Mobile Safari","Fri Aug 15 13:21:58 BST 2025","passed","Fri Aug 15 13:21:59 BST 2025","Calculator Page","calculator.spec.js","",""
"","5323","should take consistent dashboard screenshots","firefox","Fri Aug 15 13:18:31 BST 2025","failed","Fri Aug 15 13:18:36 BST 2025","Cross-Browser and Visual Testing > Visual Regression Testing","visual.spec.js","",""
"","35032","should process data and show statistics","webkit","Fri Aug 15 13:19:34 BST 2025","failed","Fri Aug 15 13:20:09 BST 2025","Data Processing Page","data.spec.js","",""
"","1971","should handle user statistics display","Mobile Chrome","Fri Aug 15 13:21:46 BST 2025","passed","Fri Aug 15 13:21:48 BST 2025","User Management Page","users.spec.js","",""
"","4230","should edit an existing user","Mobile Chrome","Fri Aug 15 13:21:36 BST 2025","passed","Fri Aug 15 13:21:40 BST 2025","User Management Page","users.spec.js","",""
"","2521","should display correctly on tablet","Mobile Safari","Fri Aug 15 13:22:44 BST 2025","passed","Fri Aug 15 13:22:47 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","1057","should display data processing interface","chromium","Fri Aug 15 13:16:48 BST 2025","passed","Fri Aug 15 13:16:49 BST 2025","Data Processing Page","data.spec.js","",""
"","3569","should handle complex data processing workflow","firefox","Fri Aug 15 13:18:09 BST 2025","passed","Fri Aug 15 13:18:13 BST 2025","Data Processing Page","data.spec.js","",""
"","6777","should record complete data analysis session","webkit","Fri Aug 15 13:20:01 BST 2025","failed","Fri Aug 15 13:20:08 BST 2025","Data Processing Page","data.spec.js","",""
"","2189","should work on mobile devices","webkit","Fri Aug 15 13:19:57 BST 2025","failed","Fri Aug 15 13:19:59 BST 2025","Data Processing Page","data.spec.js","",""
"","2540","should square data values","Mobile Chrome","Fri Aug 15 13:21:26 BST 2025","passed","Fri Aug 15 13:21:29 BST 2025","Data Processing Page","data.spec.js","",""
"","3527","should take consistent dashboard screenshots","chromium","Fri Aug 15 13:17:05 BST 2025","failed","Fri Aug 15 13:17:09 BST 2025","Cross-Browser and Visual Testing > Visual Regression Testing","visual.spec.js","",""
"","3735","should edit an existing user","Mobile Safari","Fri Aug 15 13:22:31 BST 2025","passed","Fri Aug 15 13:22:34 BST 2025","User Management Page","users.spec.js","",""
"","8605","should test API integration","firefox","Fri Aug 15 13:17:35 BST 2025","broken","Fri Aug 15 13:17:43 BST 2025","Calculator Page","calculator.spec.js","",""
"","1772","should export users to CSV","Mobile Chrome","Fri Aug 15 13:21:41 BST 2025","passed","Fri Aug 15 13:21:42 BST 2025","User Management Page","users.spec.js","",""
"","5383","should display correctly on mobile","webkit","Fri Aug 15 13:20:45 BST 2025","passed","Fri Aug 15 13:20:50 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","5319","should navigate to users from feature card","webkit","Fri Aug 15 13:19:25 BST 2025","failed","Fri Aug 15 13:19:30 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1058","should display user management interface","Mobile Safari","Fri Aug 15 13:22:26 BST 2025","passed","Fri Aug 15 13:22:27 BST 2025","User Management Page","users.spec.js","",""
"","3528","should have working navigation links","Mobile Chrome","Fri Aug 15 13:21:18 BST 2025","failed","Fri Aug 15 13:21:21 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1182","should handle keyboard input","chromium","Fri Aug 15 13:16:41 BST 2025","passed","Fri Aug 15 13:16:42 BST 2025","Calculator Page","calculator.spec.js","",""
"","10444","should load sample data sets","firefox","Fri Aug 15 13:17:49 BST 2025","broken","Fri Aug 15 13:18:00 BST 2025","Data Processing Page","data.spec.js","",""
"","6764","should handle empty data input","webkit","Fri Aug 15 13:19:49 BST 2025","failed","Fri Aug 15 13:19:55 BST 2025","Data Processing Page","data.spec.js","",""
"","1519","should navigate to users from feature card","firefox","Fri Aug 15 13:17:43 BST 2025","passed","Fri Aug 15 13:17:45 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","2276","should handle invalid data input","firefox","Fri Aug 15 13:18:07 BST 2025","passed","Fri Aug 15 13:18:09 BST 2025","Data Processing Page","data.spec.js","",""
"","9697","should double data values","firefox","Fri Aug 15 13:18:02 BST 2025","broken","Fri Aug 15 13:18:11 BST 2025","Data Processing Page","data.spec.js","",""
"","13004","should navigate to data processing from feature card","firefox","Fri Aug 15 13:17:45 BST 2025","broken","Fri Aug 15 13:17:58 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1908","should create a new user","Mobile Chrome","Fri Aug 15 13:21:35 BST 2025","passed","Fri Aug 15 13:21:37 BST 2025","User Management Page","users.spec.js","",""
"","2535","should search users","Mobile Chrome","Fri Aug 15 13:21:41 BST 2025","passed","Fri Aug 15 13:21:43 BST 2025","User Management Page","users.spec.js","",""
"","3643","should double data values","Mobile Chrome","Fri Aug 15 13:21:25 BST 2025","failed","Fri Aug 15 13:21:29 BST 2025","Data Processing Page","data.spec.js","",""
"","6990","should export users to CSV","webkit","Fri Aug 15 13:20:26 BST 2025","broken","Fri Aug 15 13:20:33 BST 2025","User Management Page","users.spec.js","",""
"","3245","should display dashboard title and navigation","webkit","Fri Aug 15 13:19:22 BST 2025","passed","Fri Aug 15 13:19:25 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","305","should work correctly in firefox","Mobile Chrome","Fri Aug 15 13:21:48 BST 2025","skipped","Fri Aug 15 13:21:48 BST 2025","Cross-Browser and Visual Testing > Cross-Browser Compatibility","visual.spec.js","",""
"","2156","should display correctly on desktop","chromium","Fri Aug 15 13:17:10 BST 2025","passed","Fri Aug 15 13:17:12 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","6022","should double data values","webkit","Fri Aug 15 13:19:41 BST 2025","failed","Fri Aug 15 13:19:47 BST 2025","Data Processing Page","data.spec.js","",""
"","5468","should export users to CSV","firefox","Fri Aug 15 13:18:23 BST 2025","passed","Fri Aug 15 13:18:28 BST 2025","User Management Page","users.spec.js","",""
"","7767","should complete full testing workflow with video recording","chromium","Fri Aug 15 13:17:14 BST 2025","broken","Fri Aug 15 13:17:22 BST 2025","Cross-Browser and Visual Testing > Complete User Journeys","visual.spec.js","",""
"","5189","should validate form inputs","webkit","Fri Aug 15 13:20:26 BST 2025","failed","Fri Aug 15 13:20:32 BST 2025","User Management Page","users.spec.js","",""
"","6194","should take consistent user management screenshots","webkit","Fri Aug 15 13:20:43 BST 2025","failed","Fri Aug 15 13:20:49 BST 2025","Cross-Browser and Visual Testing > Visual Regression Testing","visual.spec.js","",""
"","1710","should calculate square","Mobile Safari","Fri Aug 15 13:22:08 BST 2025","passed","Fri Aug 15 13:22:10 BST 2025","Calculator Page","calculator.spec.js","",""
"","4390","should sort data","webkit","Fri Aug 15 13:19:41 BST 2025","passed","Fri Aug 15 13:19:45 BST 2025","Data Processing Page","data.spec.js","",""
"","1326","should clear data","Mobile Chrome","Fri Aug 15 13:21:23 BST 2025","passed","Fri Aug 15 13:21:24 BST 2025","Data Processing Page","data.spec.js","",""
"","2179","should delete a user","chromium","Fri Aug 15 13:16:57 BST 2025","passed","Fri Aug 15 13:16:59 BST 2025","User Management Page","users.spec.js","",""
"","2152","should have proper accessibility attributes","Mobile Chrome","Fri Aug 15 13:21:55 BST 2025","passed","Fri Aug 15 13:21:57 BST 2025","Cross-Browser and Visual Testing > Accessibility Testing","visual.spec.js","",""
"","5338","should handle bulk selection and deletion","webkit","Fri Aug 15 13:20:20 BST 2025","failed","Fri Aug 15 13:20:25 BST 2025","User Management Page","users.spec.js","",""
"","658","should have proper accessibility attributes","chromium","Fri Aug 15 13:16:47 BST 2025","passed","Fri Aug 15 13:16:48 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","4532","should handle backspace","Mobile Chrome","Fri Aug 15 13:21:08 BST 2025","passed","Fri Aug 15 13:21:13 BST 2025","Calculator Page","calculator.spec.js","",""
"","5676","should filter users by status","webkit","Fri Aug 15 13:20:19 BST 2025","failed","Fri Aug 15 13:20:25 BST 2025","User Management Page","users.spec.js","",""
"","7854","should load pages within performance budgets","firefox","Fri Aug 15 13:18:40 BST 2025","broken","Fri Aug 15 13:18:48 BST 2025","Cross-Browser and Visual Testing > Performance and Loading Tests","visual.spec.js","",""
"","3252","should handle bulk selection and deletion","Mobile Safari","Fri Aug 15 13:22:33 BST 2025","passed","Fri Aug 15 13:22:37 BST 2025","User Management Page","users.spec.js","",""
"","1366","should display data processing interface","Mobile Safari","Fri Aug 15 13:22:17 BST 2025","passed","Fri Aug 15 13:22:18 BST 2025","Data Processing Page","data.spec.js","",""
"","6239","should have working navigation links","webkit","Fri Aug 15 13:19:22 BST 2025","failed","Fri Aug 15 13:19:28 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","8162","should handle data transformations with error cases","webkit","Fri Aug 15 13:19:57 BST 2025","failed","Fri Aug 15 13:20:06 BST 2025","Data Processing Page","data.spec.js","",""
"","4173","should display calculation history","Mobile Safari","Fri Aug 15 13:22:10 BST 2025","passed","Fri Aug 15 13:22:14 BST 2025","Calculator Page","calculator.spec.js","",""
"","2430","should perform basic subtraction","Mobile Safari","Fri Aug 15 13:21:58 BST 2025","passed","Fri Aug 15 13:22:00 BST 2025","Calculator Page","calculator.spec.js","",""
"","2857","should edit an existing user","chromium","Fri Aug 15 13:16:57 BST 2025","passed","Fri Aug 15 13:17:00 BST 2025","User Management Page","users.spec.js","",""
"","4977","should record video of complete user workflow","chromium","Fri Aug 15 13:17:02 BST 2025","passed","Fri Aug 15 13:17:07 BST 2025","User Management Page","users.spec.js","",""
"","3552","should display calculation history","firefox","Fri Aug 15 13:17:32 BST 2025","passed","Fri Aug 15 13:17:35 BST 2025","Calculator Page","calculator.spec.js","",""
"","7327","should record video of complex calculation","firefox","Fri Aug 15 13:17:35 BST 2025","failed","Fri Aug 15 13:17:42 BST 2025","Calculator Page","calculator.spec.js","",""
"","6103","should handle large datasets","webkit","Fri Aug 15 13:21:01 BST 2025","failed","Fri Aug 15 13:21:07 BST 2025","Cross-Browser and Visual Testing > Error Handling and Edge Cases","visual.spec.js","",""
"","3172","should perform basic subtraction","chromium","Fri Aug 15 13:16:36 BST 2025","passed","Fri Aug 15 13:16:39 BST 2025","Calculator Page","calculator.spec.js","",""
"","1459","should display correctly on mobile","chromium","Fri Aug 15 13:17:08 BST 2025","passed","Fri Aug 15 13:17:10 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","8106","should perform basic addition","webkit","Fri Aug 15 13:18:49 BST 2025","broken","Fri Aug 15 13:18:57 BST 2025","Calculator Page","calculator.spec.js","",""
"","2602","should display correctly on desktop","firefox","Fri Aug 15 13:18:38 BST 2025","passed","Fri Aug 15 13:18:41 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","5709","should delete a user","webkit","Fri Aug 15 13:20:12 BST 2025","failed","Fri Aug 15 13:20:18 BST 2025","User Management Page","users.spec.js","",""
"","5213","should perform basic multiplication","firefox","Fri Aug 15 13:17:24 BST 2025","passed","Fri Aug 15 13:17:29 BST 2025","Calculator Page","calculator.spec.js","",""
"","3194","should search users","Mobile Safari","Fri Aug 15 13:22:31 BST 2025","passed","Fri Aug 15 13:22:34 BST 2025","User Management Page","users.spec.js","",""
"","2152","should display correctly on mobile","Mobile Safari","Fri Aug 15 13:22:43 BST 2025","passed","Fri Aug 15 13:22:45 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","6335","should record video of complete user workflow","Mobile Safari","Fri Aug 15 13:22:37 BST 2025","broken","Fri Aug 15 13:22:43 BST 2025","User Management Page","users.spec.js","",""
"","3041","should take consistent user management screenshots","Mobile Safari","Fri Aug 15 13:22:40 BST 2025","failed","Fri Aug 15 13:22:43 BST 2025","Cross-Browser and Visual Testing > Visual Regression Testing","visual.spec.js","",""
"","4883","should calculate square","webkit","Fri Aug 15 13:19:08 BST 2025","passed","Fri Aug 15 13:19:13 BST 2025","Calculator Page","calculator.spec.js","",""
"","9313","should handle division by zero error","webkit","Fri Aug 15 13:19:11 BST 2025","broken","Fri Aug 15 13:19:20 BST 2025","Calculator Page","calculator.spec.js","",""
"","6080","should sort data","firefox","Fri Aug 15 13:18:01 BST 2025","passed","Fri Aug 15 13:18:07 BST 2025","Data Processing Page","data.spec.js","",""
"","2369","should create a new user","Mobile Safari","Fri Aug 15 13:22:29 BST 2025","passed","Fri Aug 15 13:22:31 BST 2025","User Management Page","users.spec.js","",""
"","872","should display dashboard title and navigation","Mobile Chrome","Fri Aug 15 13:21:18 BST 2025","passed","Fri Aug 15 13:21:19 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","2677","should delete a user","Mobile Safari","Fri Aug 15 13:22:31 BST 2025","passed","Fri Aug 15 13:22:33 BST 2025","User Management Page","users.spec.js","",""
"","1748","should load sample data sets","Mobile Chrome","Fri Aug 15 13:21:23 BST 2025","passed","Fri Aug 15 13:21:25 BST 2025","Data Processing Page","data.spec.js","",""
"","4866","should calculate square root","webkit","Fri Aug 15 13:19:06 BST 2025","passed","Fri Aug 15 13:19:11 BST 2025","Calculator Page","calculator.spec.js","",""
"","2130","should double data values","Mobile Safari","Fri Aug 15 13:22:19 BST 2025","passed","Fri Aug 15 13:22:21 BST 2025","Data Processing Page","data.spec.js","",""
"","2797","should load pages within performance budgets","chromium","Fri Aug 15 13:17:12 BST 2025","passed","Fri Aug 15 13:17:14 BST 2025","Cross-Browser and Visual Testing > Performance and Loading Tests","visual.spec.js","",""
"","1869","should display correctly on mobile","Mobile Chrome","Fri Aug 15 13:21:50 BST 2025","passed","Fri Aug 15 13:21:52 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","2733","should perform basic multiplication","chromium","Fri Aug 15 13:16:36 BST 2025","passed","Fri Aug 15 13:16:39 BST 2025","Calculator Page","calculator.spec.js","",""
"","2196","should have proper accessibility attributes","webkit","Fri Aug 15 13:19:32 BST 2025","passed","Fri Aug 15 13:19:34 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","3517","should delete a user","Mobile Chrome","Fri Aug 15 13:21:37 BST 2025","passed","Fri Aug 15 13:21:41 BST 2025","User Management Page","users.spec.js","",""
"","4069","should navigate to data processing from feature card","webkit","Fri Aug 15 13:19:29 BST 2025","passed","Fri Aug 15 13:19:34 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1259","should handle keyboard input","Mobile Safari","Fri Aug 15 13:22:09 BST 2025","passed","Fri Aug 15 13:22:10 BST 2025","Calculator Page","calculator.spec.js","",""
"","6611","should handle invalid data input","webkit","Fri Aug 15 13:19:49 BST 2025","failed","Fri Aug 15 13:19:56 BST 2025","Data Processing Page","data.spec.js","",""
"","3588","should process data and show statistics","Mobile Chrome","Fri Aug 15 13:21:23 BST 2025","failed","Fri Aug 15 13:21:27 BST 2025","Data Processing Page","data.spec.js","",""
"","1196","should navigate to users from feature card","chromium","Fri Aug 15 13:16:46 BST 2025","passed","Fri Aug 15 13:16:47 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","9288","should display correctly on desktop","webkit","Fri Aug 15 13:20:51 BST 2025","broken","Fri Aug 15 13:21:00 BST 2025","Cross-Browser and Visual Testing > Responsive Design Testing","visual.spec.js","",""
"","2213","should test API integration","Mobile Safari","Fri Aug 15 13:22:10 BST 2025","passed","Fri Aug 15 13:22:12 BST 2025","Calculator Page","calculator.spec.js","",""
"","1866","should handle user statistics display","chromium","Fri Aug 15 13:17:03 BST 2025","passed","Fri Aug 15 13:17:05 BST 2025","User Management Page","users.spec.js","",""
"","1465","should display dashboard title and navigation","Mobile Safari","Fri Aug 15 13:22:12 BST 2025","passed","Fri Aug 15 13:22:14 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1269","should square data values","chromium","Fri Aug 15 13:16:50 BST 2025","passed","Fri Aug 15 13:16:51 BST 2025","Data Processing Page","data.spec.js","",""
"","2497","should validate form inputs","chromium","Fri Aug 15 13:17:01 BST 2025","failed","Fri Aug 15 13:17:04 BST 2025","User Management Page","users.spec.js","",""
"","4997","should display calculation history","Mobile Chrome","Fri Aug 15 13:21:13 BST 2025","passed","Fri Aug 15 13:21:18 BST 2025","Calculator Page","calculator.spec.js","",""
"","541","should work correctly in webkit","firefox","Fri Aug 15 13:18:31 BST 2025","skipped","Fri Aug 15 13:18:31 BST 2025","Cross-Browser and Visual Testing > Cross-Browser Compatibility","visual.spec.js","",""
"","1404","should be keyboard navigable","Mobile Safari","Fri Aug 15 13:22:47 BST 2025","passed","Fri Aug 15 13:22:48 BST 2025","Cross-Browser and Visual Testing > Accessibility Testing","visual.spec.js","",""
"","2505","should export users to CSV","Mobile Safari","Fri Aug 15 13:22:34 BST 2025","passed","Fri Aug 15 13:22:37 BST 2025","User Management Page","users.spec.js","",""
"","7933","should handle decimal numbers","webkit","Fri Aug 15 13:18:59 BST 2025","broken","Fri Aug 15 13:19:07 BST 2025","Calculator Page","calculator.spec.js","",""
"","7151","should complete full testing workflow with video recording","webkit","Fri Aug 15 13:21:00 BST 2025","broken","Fri Aug 15 13:21:07 BST 2025","Cross-Browser and Visual Testing > Complete User Journeys","visual.spec.js","",""
"","1052","should calculate square root","Mobile Chrome","Fri Aug 15 13:21:10 BST 2025","passed","Fri Aug 15 13:21:11 BST 2025","Calculator Page","calculator.spec.js","",""
"","6719","should clear data","webkit","Fri Aug 15 13:19:34 BST 2025","failed","Fri Aug 15 13:19:40 BST 2025","Data Processing Page","data.spec.js","",""
"","5339","should complete full testing workflow with video recording","Mobile Safari","Fri Aug 15 13:22:47 BST 2025","broken","Fri Aug 15 13:22:53 BST 2025","Cross-Browser and Visual Testing > Complete User Journeys","visual.spec.js","",""
"","1333","should filter data by threshold","chromium","Fri Aug 15 13:16:51 BST 2025","passed","Fri Aug 15 13:16:52 BST 2025","Data Processing Page","data.spec.js","",""
"","2500","should create a new user","firefox","Fri Aug 15 13:18:15 BST 2025","passed","Fri Aug 15 13:18:17 BST 2025","User Management Page","users.spec.js","",""
"","2401","should handle network failures gracefully","firefox","Fri Aug 15 13:18:43 BST 2025","passed","Fri Aug 15 13:18:46 BST 2025","Cross-Browser and Visual Testing > Error Handling and Edge Cases","visual.spec.js","",""
"","6653","should handle data transformations with error cases","Mobile Chrome","Fri Aug 15 13:21:33 BST 2025","broken","Fri Aug 15 13:21:40 BST 2025","Data Processing Page","data.spec.js","",""
"","1792","should handle large datasets","chromium","Fri Aug 15 13:17:12 BST 2025","passed","Fri Aug 15 13:17:14 BST 2025","Cross-Browser and Visual Testing > Error Handling and Edge Cases","visual.spec.js","",""
"","1175","should display feature cards","Mobile Safari","Fri Aug 15 13:22:14 BST 2025","passed","Fri Aug 15 13:22:15 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","3667","should edit an existing user","firefox","Fri Aug 15 13:18:17 BST 2025","passed","Fri Aug 15 13:18:21 BST 2025","User Management Page","users.spec.js","",""
"","4541","should display user management interface","webkit","Fri Aug 15 13:20:07 BST 2025","passed","Fri Aug 15 13:20:12 BST 2025","User Management Page","users.spec.js","",""
"","1829","should clear data","Mobile Safari","Fri Aug 15 13:22:17 BST 2025","passed","Fri Aug 15 13:22:19 BST 2025","Data Processing Page","data.spec.js","",""
"","1358","should open add user modal","chromium","Fri Aug 15 13:16:56 BST 2025","passed","Fri Aug 15 13:16:57 BST 2025","User Management Page","users.spec.js","",""
"","12378","should navigate to calculator from feature card","firefox","Fri Aug 15 13:17:45 BST 2025","broken","Fri Aug 15 13:17:57 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1616","should calculate square root","Mobile Safari","Fri Aug 15 13:22:07 BST 2025","passed","Fri Aug 15 13:22:09 BST 2025","Calculator Page","calculator.spec.js","",""
